epoch,accuracy,f1_score,iou_m,loss,precision_m,recall_m,val_accuracy,val_f1_score,val_iou_m,val_loss,val_precision_m,val_recall_m
0,0.3667534589767456,0.3003454804420471,0.1550440937280655,0.6945798397064209,0.22529226541519165,0.6565457582473755,0.7312091588973999,0.30544862151145935,0.11458966881036758,0.6866085529327393,0.5347517728805542,0.21377943456172943
1,0.7506510615348816,0.23046034574508667,0.0805925577878952,0.6841427087783813,0.5950584411621094,0.1496613472700119,0.7373365759849548,0.044298600405454636,0.012597201392054558,0.6786787509918213,0.6230769753456116,0.022965693846344948
2,0.7540147304534912,0.03499861806631088,0.00992479920387268,0.6761258840560913,0.6751428842544556,0.01809484139084816,0.7373365759849548,0.0050890580751001835,0.0013996888883411884,0.671330451965332,0.8999998569488525,0.002551743760704994
3,0.7541232705116272,0.0021878413390368223,0.0006018916610628366,0.6682795286178589,0.3499999940395355,0.0010973506141453981,0.7373365759849548,0.0,0.0,0.6632527709007263,0.0,0.0
4,0.7541232705116272,0.0,0.0,0.6596380472183228,0.0,0.0,0.7373365759849548,0.0,0.0,0.6540564298629761,0.0,0.0
5,0.7541232705116272,0.0,0.0,0.6496049165725708,0.0,0.0,0.7373365759849548,0.0,0.0,0.6439374685287476,0.0,0.0
6,0.7541232705116272,0.0,0.0,0.6389241814613342,0.0,0.0,0.7373365759849548,0.0,0.0,0.6332613825798035,0.0,0.0
7,0.7541232705116272,0.0,0.0,0.6274585723876953,0.0,0.0,0.7373365759849548,0.0,0.0,0.6216230988502502,0.0,0.0
8,0.7541232705116272,0.0,0.0,0.6150319576263428,0.0,0.0,0.7373365759849548,0.0,0.0,0.6083939671516418,0.0,0.0
9,0.7541232705116272,0.0,0.0,0.6004955768585205,0.0,0.0,0.7373365759849548,0.0,0.0,0.5933464765548706,0.0,0.0
10,0.7541232705116272,0.0,0.0,0.5843018293380737,0.0,0.0,0.7373365759849548,0.0,0.0,0.5767795443534851,0.0,0.0
11,0.7541232705116272,0.0,0.0,0.5663451552391052,0.0,0.0,0.7373365759849548,0.0,0.0,0.5593226552009583,0.0,0.0
12,0.7541232705116272,0.0,0.0,0.5478467345237732,0.0,0.0,0.7373365759849548,0.0,0.0,0.5415782332420349,0.0,0.0
13,0.7541232705116272,0.0,0.0,0.5291953086853027,0.0,0.0,0.7373365759849548,0.0,0.0,0.5245901942253113,0.0,0.0
14,0.7541232705116272,0.0,0.0,0.5112632513046265,0.0,0.0,0.7373365759849548,0.0,0.0,0.5091193914413452,0.0,0.0
15,0.7541232705116272,0.0,0.0,0.49456217885017395,0.0,0.0,0.7373365759849548,0.0,0.0,0.4966094195842743,0.0,0.0
16,0.7541232705116272,0.0,0.0,0.4820518493652344,0.0,0.0,0.7373365759849548,0.0,0.0,0.48806363344192505,0.0,0.0
17,0.7541232705116272,0.0,0.0,0.47320297360420227,0.0,0.0,0.7373365759849548,0.0,0.0,0.4839330017566681,0.0,0.0
18,0.7541232705116272,0.0,0.0,0.46892693638801575,0.0,0.0,0.7373365759849548,0.0,0.0,0.4835018217563629,0.0,0.0
19,0.7541232705116272,0.0,0.0,0.46809250116348267,0.0,0.0,0.7373365759849548,0.0,0.0,0.4854033291339874,0.0,0.0
20,0.7541232705116272,0.0,0.0,0.4692537784576416,0.0,0.0,0.7373365759849548,0.0,0.0,0.4871428906917572,0.0,0.0
21,0.7541232705116272,0.0,0.0,0.46969369053840637,0.0,0.0,0.7373365759849548,0.0,0.0,0.48686307668685913,0.0,0.0
22,0.7541232705116272,0.0,0.0,0.46867263317108154,0.0,0.0,0.7373365759849548,0.0,0.0,0.48390185832977295,0.0,0.0
23,0.7541232705116272,0.0,0.0,0.4655936360359192,0.0,0.0,0.7373365759849548,0.0,0.0,0.4794093370437622,0.0,0.0
24,0.7541232705116272,0.0,0.0,0.46150803565979004,0.0,0.0,0.7373365759849548,0.0,0.0,0.474639892578125,0.0,0.0
25,0.7541232705116272,0.0,0.0,0.4575083255767822,0.0,0.0,0.7373365759849548,0.0,0.0,0.4705255627632141,0.0,0.0
26,0.7541232705116272,0.0,0.0,0.4546772241592407,0.0,0.0,0.7373365759849548,0.0,0.0,0.4674563407897949,0.0,0.0
27,0.7541232705116272,0.0,0.0,0.45293331146240234,0.0,0.0,0.7373365759849548,0.0,0.0,0.4650208652019501,0.0,0.0
28,0.7541232705116272,0.0,0.0,0.45042288303375244,0.0,0.0,0.7373365759849548,0.0,0.0,0.4619172513484955,0.0,0.0
29,0.7541232705116272,0.0,0.0,0.4471725523471832,0.0,0.0,0.7373365759849548,0.0,0.0,0.45781075954437256,0.0,0.0
30,0.7541232705116272,0.0,0.0,0.44314754009246826,0.0,0.0,0.7373365759849548,0.0,0.0,0.4543324410915375,0.0,0.0
31,0.7541232705116272,0.0,0.0,0.43943047523498535,0.0,0.0,0.7373365759849548,0.0,0.0,0.45087698101997375,0.0,0.0
32,0.7541232705116272,0.0,0.0,0.43580394983291626,0.0,0.0,0.7373365759849548,0.0,0.0,0.44752392172813416,0.0,0.0
33,0.7541232705116272,0.0,0.0,0.4321412444114685,0.0,0.0,0.7373365759849548,0.0,0.0,0.44329899549484253,0.0,0.0
34,0.7541232705116272,0.0,0.0,0.4277324080467224,0.0,0.0,0.7373365759849548,0.0,0.0,0.43813133239746094,0.0,0.0
35,0.7541232705116272,0.0,0.0,0.42338234186172485,0.0,0.0,0.7373365759849548,0.0,0.0,0.43339499831199646,0.0,0.0
36,0.7541232705116272,0.0,0.0,0.41883349418640137,0.0,0.0,0.7373365759849548,0.0,0.0,0.42839667201042175,0.0,0.0
37,0.7541232705116272,0.0,0.0,0.41348862648010254,0.0,0.0,0.7373365759849548,0.0,0.0,0.423269122838974,0.0,0.0
38,0.7541232705116272,0.0,0.0,0.40807461738586426,0.0,0.0,0.7373365759849548,0.0,0.0,0.4179731607437134,0.0,0.0
39,0.7541232705116272,0.0,0.0,0.40241163969039917,0.0,0.0,0.7373365759849548,0.0,0.0,0.41157960891723633,0.0,0.0
40,0.7541232705116272,0.0,0.0,0.39611437916755676,0.0,0.0,0.7373365759849548,0.0,0.0,0.40486764907836914,0.0,0.0
