epoch,accuracy,loss,val_accuracy,val_loss
46,0.98297119140625,0.05548882856965065,0.9829963445663452,0.049845561385154724
47,0.98297119140625,0.049592096358537674,0.9829963445663452,0.04508290812373161
48,0.98297119140625,0.044779010117053986,0.9829963445663452,0.041592150926589966
49,0.98297119140625,0.04147500544786453,0.9832261204719543,0.038557521998882294
50,0.9830322265625,0.03861292079091072,0.9834558963775635,0.03650984913110733
51,0.983154296875,0.036583758890628815,0.984375,0.03479817882180214
52,0.98406982421875,0.03501151129603386,0.9846047759056091,0.03340097889304161
53,0.9837646484375,0.033662453293800354,0.9846047759056091,0.03234916925430298
54,0.9847412109375,0.03247045353055,0.9857536554336548,0.031374506652355194
55,0.9857177734375,0.03157729655504227,0.9850643277168274,0.03060135804116726
56,0.9853515625,0.030695663765072823,0.9855238795280457,0.029865611344575882
57,0.98583984375,0.029955238103866577,0.9857536554336548,0.029221687465906143
58,0.98614501953125,0.029337383806705475,0.9857536554336548,0.028738822788000107
59,0.98577880859375,0.028788277879357338,0.9857536554336548,0.028223561123013496
60,0.98602294921875,0.02832353115081787,0.986213207244873,0.027734562754631042
61,0.98699951171875,0.02790990099310875,0.986213207244873,0.02734215557575226
62,0.98638916015625,0.027562089264392853,0.986213207244873,0.027018189430236816
63,0.987060546875,0.027128279209136963,0.9873621463775635,0.02659354731440544
64,0.98760986328125,0.026840439066290855,0.9866728186607361,0.026384226977825165
65,0.98736572265625,0.02653270587325096,0.9869025945663452,0.026016002520918846
66,0.98773193359375,0.026233483105897903,0.9880514740943909,0.0257123913615942
67,0.98858642578125,0.025997549295425415,0.9880514740943909,0.025474848225712776
68,0.98822021484375,0.025748789310455322,0.9880514740943909,0.02527395449578762
69,0.98858642578125,0.02550867572426796,0.9889705777168274,0.024934446439146996
70,0.9888916015625,0.025310520082712173,0.9885110259056091,0.024814819917082787
71,0.98858642578125,0.025055982172489166,0.9896599054336548,0.024469522759318352
72,0.9893798828125,0.02492811158299446,0.9892003536224365,0.024310031905770302
73,0.9886474609375,0.02464137226343155,0.9887408018112183,0.024303169921040535
74,0.989013671875,0.02450408972799778,0.9898896813392639,0.023860489949584007
75,0.98974609375,0.024324074387550354,0.9889705777168274,0.02392468973994255
76,0.98895263671875,0.02418731525540352,0.9894301295280457,0.02364422008395195
77,0.98931884765625,0.02396656759083271,0.9896599054336548,0.023443249985575676
78,0.98968505859375,0.02384531870484352,0.9894301295280457,0.023348605260252953
79,0.98931884765625,0.023718368262052536,0.9896599054336548,0.023180793970823288
80,0.9903564453125,0.023597942665219307,0.9898896813392639,0.02300501987338066
81,0.98907470703125,0.023624926805496216,0.9894301295280457,0.0229962021112442
82,0.99072265625,0.02359084226191044,0.9912683963775635,0.02274416759610176
83,0.9896240234375,0.023375090211629868,0.9892003536224365,0.023176785558462143
84,0.9896240234375,0.023267511278390884,0.9921875,0.02255781926214695
85,0.99114990234375,0.023190679028630257,0.9894301295280457,0.022848069667816162
86,0.9891357421875,0.023155294358730316,0.9898896813392639,0.02245771698653698
87,0.99078369140625,0.023172616958618164,0.9921875,0.022285811603069305
88,0.9903564453125,0.023020880296826363,0.9887408018112183,0.022889304906129837
89,0.9893798828125,0.02284056507050991,0.9921875,0.022139616310596466
90,0.99163818359375,0.022879332304000854,0.9905790686607361,0.022109249606728554
91,0.990478515625,0.02260768786072731,0.9894301295280457,0.02250033989548683
92,0.9892578125,0.0226275771856308,0.9919577240943909,0.02192523144185543
93,0.991455078125,0.022659119218587875,0.9910386204719543,0.021893873810768127
94,0.989990234375,0.02243831381201744,0.9894301295280457,0.02236897498369217
95,0.98992919921875,0.022433022037148476,0.9917279481887817,0.021744871512055397
96,0.9912109375,0.022422853857278824,0.990349292755127,0.021790659055113792
97,0.9898681640625,0.022270331159234047,0.9894301295280457,0.022044822573661804
98,0.9901123046875,0.022322574630379677,0.9917279481887817,0.02157539501786232
99,0.9908447265625,0.022191667929291725,0.9894301295280457,0.021880192682147026
