epoch,accuracy,loss,val_accuracy,val_loss
0,0.98297119140625,0.6613717079162598,0.9829963445663452,0.6087328791618347
1,0.98297119140625,0.5897911787033081,0.9829963445663452,0.5202762484550476
2,0.98297119140625,0.497134804725647,0.9829963445663452,0.412632554769516
3,0.98297119140625,0.3886439800262451,0.9829963445663452,0.3009852170944214
4,0.98297119140625,0.281780481338501,0.9829963445663452,0.2206348180770874
5,0.98297119140625,0.21430069208145142,0.9829963445663452,0.1997029036283493
6,0.98297119140625,0.20363515615463257,0.9829963445663452,0.21671870350837708
7,0.98297119140625,0.22270140051841736,0.9829963445663452,0.23435497283935547
8,0.98297119140625,0.23646025359630585,0.9829963445663452,0.2384399026632309
9,0.98297119140625,0.23750002682209015,0.9829963445663452,0.2309958040714264
10,0.98297119140625,0.2280721664428711,0.9829963445663452,0.2160293459892273
11,0.98297119140625,0.21236595511436462,0.9829963445663452,0.20003420114517212
12,0.98297119140625,0.19817405939102173,0.9829963445663452,0.18873369693756104
13,0.98297119140625,0.1887022852897644,0.9829963445663452,0.1842016726732254
14,0.98297119140625,0.1866879165172577,0.9829963445663452,0.18488889932632446
15,0.98297119140625,0.18809489905834198,0.9829963445663452,0.18645749986171722
16,0.98297119140625,0.18937599658966064,0.9829963445663452,0.18564236164093018
17,0.98297119140625,0.18786869943141937,0.9829963445663452,0.18231305480003357
18,0.98297119140625,0.1840384304523468,0.9829963445663452,0.17835699021816254
19,0.98297119140625,0.18015430867671967,0.9829963445663452,0.17542371153831482
20,0.98297119140625,0.1771186888217926,0.9829963445663452,0.1739213913679123
21,0.98297119140625,0.1757211685180664,0.9829963445663452,0.1731911599636078
22,0.98297119140625,0.17487028241157532,0.9829963445663452,0.17232286930084229
23,0.98297119140625,0.17380520701408386,0.9829963445663452,0.17078101634979248
24,0.98297119140625,0.17202846705913544,0.9829963445663452,0.1684013307094574
25,0.98297119140625,0.16950511932373047,0.9829963445663452,0.16551604866981506
26,0.98297119140625,0.16656190156936646,0.9829963445663452,0.1625734567642212
27,0.98297119140625,0.16412360966205597,0.9829963445663452,0.1604747772216797
28,0.98297119140625,0.16210660338401794,0.9829963445663452,0.15811075270175934
29,0.98297119140625,0.1597263514995575,0.9829963445663452,0.15546414256095886
30,0.98297119140625,0.15702033042907715,0.9829963445663452,0.1527937650680542
31,0.98297119140625,0.15417258441448212,0.9829963445663452,0.1494983434677124
32,0.98297119140625,0.15067492425441742,0.9829963445663452,0.14575767517089844
33,0.98297119140625,0.14685016870498657,0.9829963445663452,0.14197362959384918
34,0.98297119140625,0.1429460048675537,0.9829963445663452,0.13772042095661163
35,0.98297119140625,0.1384563148021698,0.9829963445663452,0.13301748037338257
36,0.98297119140625,0.1335371732711792,0.9829963445663452,0.127848818898201
37,0.98297119140625,0.12806707620620728,0.9829963445663452,0.12188922613859177
38,0.98297119140625,0.12188716232776642,0.9829963445663452,0.11534741520881653
39,0.98297119140625,0.11535745114088058,0.9829963445663452,0.1078791469335556
40,0.98297119140625,0.1074524000287056,0.9829963445663452,0.09948329627513885
41,0.98297119140625,0.09878554940223694,0.9829963445663452,0.09050260484218597
42,0.98297119140625,0.08949412405490875,0.9829963445663452,0.08120285719633102
43,0.98297119140625,0.08032624423503876,0.9829963445663452,0.07216150313615799
44,0.98297119140625,0.07101839780807495,0.9829963445663452,0.06362070888280869
45,0.98297119140625,0.06272655725479126,0.9829963445663452,0.05610484257340431
